queue_id,source_pack,publish_date,publish_window,channel,platform_hint,content_id,content_type,title,hook,caption,hashtags,cta_url,asset_note,manual_review_required,review_status,publish_status,published_url,impressions,clicks,love_test_starts,notes
day-004-competitor-learning::day004-tt-01,assets/marketing/daily/day-004-competitor-learning-publishing-pack.md,2026-06-21,morning,tiktok,tiktok,day004-tt-01,short_video,When they go quiet,"When they go quiet, separate evidence from the story your anxiety writes.","When they go quiet, do not let anxiety write the whole story. Private Love Test in bio.",relationshipadvice;textinganxiety;mixedsignals;lovetest;relationshipclarity,https://tianji.love/love-test,Use abstract message bubbles only. Do not show real messages.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day 004 checklist is clear.
day-004-competitor-learning::day004-tt-02,assets/marketing/daily/day-004-competitor-learning-publishing-pack.md,2026-06-21,noon,tiktok,tiktok,day004-tt-02,short_video,The three-column pause,"Before you send the next message, use the three-column pause.",The next text lands better when you know what you actually need.,shoulditextthem;textinganxiety;datingadvice;lovetest;relationshipclarity,https://tianji.love/love-test,Use text cards only. Do not show private notes.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day 004 checklist is clear.
day-004-competitor-learning::day004-ig-01,assets/marketing/daily/day-004-competitor-learning-publishing-pack.md,2026-06-21,afternoon,instagram_reels,instagram,day004-ig-01,short_video,One silence is not a verdict,One silence is not a verdict. A pattern is something you can name.,Notice the pattern before you turn silence into a verdict.,mixedsignals;relationshipclarity;relationshipboundaries;lovetest,https://tianji.love/love-test,Use abstract cards only. Do not imply a real user story.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day 004 checklist is clear.
day-004-competitor-learning::day004-yt-01,assets/marketing/daily/day-004-competitor-learning-publishing-pack.md,2026-06-21,evening,youtube_shorts,youtube,day004-yt-01,short_video,What evidence do you actually have?,"What evidence do you actually have, and what story did anxiety add?","If the story grew faster than the evidence, pause before action.",relationshipanxiety;textinganxiety;datingadvice;lovetest,https://tianji.love/love-test,Use evidence/story text cards only. Do not show real chats.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day 004 checklist is clear.
day-004-competitor-learning::day004-seo-01,assets/marketing/daily/day-004-competitor-learning-publishing-pack.md,2026-06-21,late_evening,seo,seo,day004-seo-01,keyword_outline,"When They Go Quiet, Separate Evidence From Anxiety","When they go quiet, separate evidence from anxiety before you act.","Private Love Test: evidence first, story second.",relationshipanxiety;compatibilitytest;lovetest;relationshipclarity,https://tianji.love/love-test,SEO draft outline only. Do not publish without review.,true,pending_manual_review,not_published,,0,0,0,Manual SEO review only.
day-005::day005-tt-01,assets/marketing/daily/day-005-publishing-pack.md,2026-06-22,morning,tiktok,tiktok,day005-tt-01,short_video,You do not need a prediction,You do not need a prediction. You need a pause before action.,Pause before action. Private Love Test in bio.,lovetest;relationshipclarity;relationshipanxiety;datingadvice,https://tianji.love/love-test,Use calm text cards only. No fate-certainty claim.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day005 checklist is clear.
day-005::day005-tt-02,assets/marketing/daily/day-005-publishing-pack.md,2026-06-22,noon,tiktok,tiktok,day005-tt-02,short_video,"Calmer, not dependent","A useful result should make you calmer, not more dependent.",A useful result should make you calmer.,lovetest;relationshipadvice;privatetest;reflection,https://tianji.love/love-test,Do not imply dependency or guaranteed answers.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day005 checklist is clear.
day-005::day005-ig-01,assets/marketing/daily/day-005-publishing-pack.md,2026-06-22,afternoon,instagram_carousel,instagram_carousel,day005-ig-01,carousel,"Reflection, not mind reading",Reflection asks: what is the pattern doing to you?,"Reflection, not mind reading.",relationshipclarity;mixedsignals;lovetest;boundaries,https://tianji.love/love-test,No real chat screenshots or names.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day005 checklist is clear.
day-005::day005-yt-01,assets/marketing/daily/day-005-publishing-pack.md,2026-06-22,evening,youtube_shorts,youtube,day005-yt-01,short_video,If the answer makes you panic,"If the answer makes you panic, it is not a good answer.","Calmer question, safer next step.",relationshipanxiety;datingadvice;lovetest,https://tianji.love/love-test,No diagnosis or fear-based urgency.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day005 checklist is clear.
day-005::day005-trust-01,assets/marketing/daily/day-005-publishing-pack.md,2026-06-22,late_evening,trust_note,instagram,day005-trust-01,trust_post,Not a mind-reading machine,"TianJi Love is a reflection tool, not a mind-reading machine.",Reflection first. Certainty claims never.,privacy;relationshipclarity;lovetest,https://tianji.love/love-test,Trust post only. Do not claim reviews or user counts.,true,pending_manual_review,not_published,,0,0,0,Manual trust review only.
day-006::day006-ig-01,assets/marketing/daily/day-006-publishing-pack.md,2026-06-23,morning,instagram_reels,instagram,day006-ig-01,short_video,Compatibility is not one number,"Compatibility is not one number. Look for rhythm, effort, and repair.","Rhythm, effort, repair.",compatibilitytest;relationshipreading;lovetest,https://tianji.love/relationship/new,No precision or scientific proof claim.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day006 checklist is clear.
day-006::day006-ig-02,assets/marketing/daily/day-006-publishing-pack.md,2026-06-23,noon,instagram_reels,instagram,day006-ig-02,short_video,Pattern over panic-score,"A score can feel comforting, but the pattern matters more.",Pattern over panic-score.,relationshipclarity;compatibility;lovetest,https://tianji.love/love-test,Do not fabricate accuracy or rankings.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day006 checklist is clear.
day-006::day006-tt-01,assets/marketing/daily/day-006-publishing-pack.md,2026-06-23,afternoon,tiktok,tiktok,day006-tt-01,short_video,After friction,The best compatibility clue is what happens after friction.,Compatibility shows up after friction.,datingadvice;relationshiprepair;lovetest,https://tianji.love/love-test,No future guarantee.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day006 checklist is clear.
day-006::day006-seo-01,assets/marketing/daily/day-006-publishing-pack.md,2026-06-23,evening,seo,seo,day006-seo-01,keyword_outline,"Compatibility Is A Rhythm, Not A Score","Compatibility is a rhythm, not a score.","Start with rhythm, not certainty.",compatibilitytest;relationshipreading;lovetest,https://tianji.love/relationship/new,SEO outline only. Do not publish without review.,true,pending_manual_review,not_published,,0,0,0,Manual SEO review only.
day-006::day006-cap-01,assets/marketing/daily/day-006-publishing-pack.md,2026-06-23,late_evening,caption_set,instagram,day006-cap-01,caption_set,Rhythm effort repair,"Rhythm, effort, repair. That is more useful than panic-scoring.","Compatibility needs a pattern, not panic.",relationshipclarity;lovetest,https://tianji.love/love-test,Caption set only. No fake proof.,true,pending_manual_review,not_published,,0,0,0,Manual caption review only.
day-007::day007-tt-01,assets/marketing/daily/day-007-publishing-pack.md,2026-06-24,morning,tiktok,tiktok,day007-tt-01,short_video,The safest next text,The safest next text starts with knowing what you actually need.,Know the need before the next text.,shoulditextthem;textinganxiety;lovetest,https://tianji.love/love-test,No pressure or chasing advice.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day007 checklist is clear.
day-007::day007-tt-02,assets/marketing/daily/day-007-publishing-pack.md,2026-06-24,noon,tiktok,tiktok,day007-tt-02,short_video,Expression clarity or anxiety,"Are you expressing, asking for clarity, or calming anxiety?",Name the need first.,datingadvice;relationshipclarity;lovetest,https://tianji.love/love-test,No manipulation advice.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day007 checklist is clear.
day-007::day007-yt-01,assets/marketing/daily/day-007-publishing-pack.md,2026-06-24,afternoon,youtube_shorts,youtube,day007-yt-01,short_video,Clear is not chasing,A clear message is not the same as a chasing message.,Clear is not chasing.,relationshipadvice;boundaries;lovetest,https://tianji.love/love-test,No shame framing.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day007 checklist is clear.
day-007::day007-email-01,assets/marketing/daily/day-007-publishing-pack.md,2026-06-24,evening,email_draft,email,day007-email-01,email_draft,Pause for the real need,"Before the next message, pause for the real need.",Draft only. Do not send.,emaildraft;relationshipclarity;lovetest,https://tianji.love/love-test,"Draft only. No sending, no list upload.",true,pending_manual_review,not_published,,0,0,0,Manual consent required before any email use.
day-007::day007-ig-01,assets/marketing/daily/day-007-publishing-pack.md,2026-06-24,late_evening,instagram_carousel,instagram_carousel,day007-ig-01,carousel,Facts feelings needs,"Facts, feelings, needs: three columns before the next text.",Facts. Feelings. Needs.,textinganxiety;datingadvice;lovetest,https://tianji.love/love-test,No real chat screenshots.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day007 checklist is clear.
day-008::day008-recap-01,assets/marketing/daily/day-008-publishing-pack.md,2026-06-25,morning,competitor_recap,competitor_recap,day008-recap-01,research_recap,One real question,The best love tools start with one real question and end with a calmer next step.,One question. Honest reflection. Calmer next step.,lovetest;relationshipclarity;reflection,https://tianji.love/love-test,Public learning only. Do not copy competitor claims.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day008 checklist is clear.
day-008::day008-tt-01,assets/marketing/daily/day-008-publishing-pack.md,2026-06-25,noon,tiktok,tiktok,day008-tt-01,short_video,Calmer not dependent,"A useful love test should make you calmer, not more dependent.","Calmer, not dependent.",lovetest;relationshipanxiety;datingadvice,https://tianji.love/love-test,No dependency-building framing.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day008 checklist is clear.
day-008::day008-tt-02,assets/marketing/daily/day-008-publishing-pack.md,2026-06-25,afternoon,tiktok,tiktok,day008-tt-02,short_video,Free should not scare you into paying,"Free should mean safe enough to pause, not scary enough to pay.",Free should feel safe enough to pause.,lovetest;relationshipclarity;privatetest,https://tianji.love/love-test,No paid fear urgency.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day008 checklist is clear.
day-008::day008-ig-01,assets/marketing/daily/day-008-publishing-pack.md,2026-06-25,evening,instagram_reels,instagram,day008-ig-01,short_video,Honest results,Honest results do not pretend to know everything.,"Honest result, calmer choice.",relationshipreading;lovetest;reflection,https://tianji.love/love-test,No certainty claim.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day008 checklist is clear.
day-008::day008-seo-01,assets/marketing/daily/day-008-publishing-pack.md,2026-06-25,late_evening,seo,seo,day008-seo-01,keyword_outline,What Makes A Love Compatibility Test Useful,What makes a love compatibility test useful?,A useful test should reduce panic.,compatibilitytest;lovetest;relationshipclarity,https://tianji.love/love-test,SEO outline only. Do not publish without review.,true,pending_manual_review,not_published,,0,0,0,Manual SEO review only.
day-009::day009-yt-01,assets/marketing/daily/day-009-publishing-pack.md,2026-06-26,morning,youtube_shorts,youtube,day009-yt-01,short_video,Private result,A private result is useful only if it protects the person reading it.,Private first. Pattern second.,privacy;lovetest;relationshipclarity,https://tianji.love/love-test,No private data shown.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day009 checklist is clear.
day-009::day009-yt-02,assets/marketing/daily/day-009-publishing-pack.md,2026-06-26,noon,youtube_shorts,youtube,day009-yt-02,short_video,Not public evidence,Your relationship reflection should not become public evidence.,Reflect without exposure.,privacy;relationshipreading;lovetest,https://tianji.love/love-test,No share pressure.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day009 checklist is clear.
day-009::day009-ig-01,assets/marketing/daily/day-009-publishing-pack.md,2026-06-26,afternoon,instagram_reels,instagram,day009-ig-01,short_video,Privacy is trust,Privacy is not a feature afterthought. It is part of trust.,Privacy is part of trust.,privacy;relationshipclarity;lovetest,https://tianji.love/love-test,No account or security claim beyond documented scope.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day009 checklist is clear.
day-009::day009-trust-01,assets/marketing/daily/day-009-publishing-pack.md,2026-06-26,evening,trust_note,instagram,day009-trust-01,trust_post,What TianJi does not show,"What TianJi Love does not show: birth details, real chats, private names.",What stays private matters.,privacy;trust;lovetest,https://tianji.love/love-test,Trust post only. No fake proof.,true,pending_manual_review,not_published,,0,0,0,Manual trust review only.
day-009::day009-cap-01,assets/marketing/daily/day-009-publishing-pack.md,2026-06-26,late_evening,caption_set,instagram,day009-cap-01,caption_set,Private pattern action,Private first. Pattern second. Action third.,Private first. Pattern second. Action third.,privacy;relationshipadvice;lovetest,https://tianji.love/love-test,Caption set only.,true,pending_manual_review,not_published,,0,0,0,Manual caption review only.
day-010::day010-tt-01,assets/marketing/daily/day-010-publishing-pack.md,2026-06-27,morning,tiktok,tiktok,day010-tt-01,short_video,Pattern first optimization second,Pattern first. Optimization second.,Pattern first. Optimization second.,lovetest;relationshipclarity;marketingops,https://tianji.love/love-test,No fake KPI claim.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day010 checklist is clear.
day-010::day010-tt-02,assets/marketing/daily/day-010-publishing-pack.md,2026-06-27,noon,tiktok,tiktok,day010-tt-02,short_video,Keep collecting,"If no real metrics exist, the honest answer is: keep collecting.","No real data, no fake learning.",lovetest;marketingops;relationshipadvice,https://tianji.love/love-test,Do not infer performance.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day010 checklist is clear.
day-010::day010-ig-01,assets/marketing/daily/day-010-publishing-pack.md,2026-06-27,afternoon,instagram_reels,instagram,day010-ig-01,short_video,Calm pattern,A calm pattern beats a dramatic prediction.,"Calm pattern, safer action.",relationshipclarity;lovetest;reflection,https://tianji.love/love-test,No certainty claim.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day010 checklist is clear.
day-010::day010-recap-01,assets/marketing/daily/day-010-publishing-pack.md,2026-06-27,evening,weekly_recap,instagram,day010-recap-01,weekly_recap,This week built the loop,This week built the loop. Publishing and real data are the next human steps.,Prepared by machine. Activated by human.,lovetest;marketingops;relationshipclarity,https://tianji.love/love-test,Do not claim live traffic or revenue.,true,pending_manual_review,not_published,,0,0,0,Manual review only.
day-010::day010-kpi-01,assets/marketing/daily/day-010-publishing-pack.md,2026-06-27,late_evening,kpi_review_note,instagram,day010-kpi-01,kpi_note,Do not optimize from empty rows,Do not optimize from empty rows. Wait for real KPI.,Real KPI first. Optimization second.,marketingops;kpi;lovetest,https://tianji.love/love-test,KPI analysis blocked; no fake performance.,true,pending_manual_review,not_published,,0,0,0,Manual KPI entry required before analysis.
day-011::day011-tt-01,assets/marketing/daily/day-011-publishing-pack.md,2026-06-28,morning,tiktok,tiktok,day011-tt-01,short_video,Understanding is not acting,A clear pattern is not an instruction to act.,Name it. Then choose.,lovetest;relationshipclarity;reflection,https://tianji.love/love-test,Do not push immediate action or chase framing.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day011 checklist is clear.
day-011::day011-ig-01,assets/marketing/daily/day-011-publishing-pack.md,2026-06-28,noon,instagram_reels,instagram,day011-ig-01,short_video,Understanding and deciding,Understanding and deciding are two different steps.,"Two steps, not one.",lovetest;relationshipclarity;calm,https://tianji.love/love-test,Avoid do-this-tonight framing.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day011 checklist is clear.
day-011::day011-yt-01,assets/marketing/daily/day-011-publishing-pack.md,2026-06-28,afternoon,youtube_shorts,youtube,day011-yt-01,short_video,See the pattern wait,You can see the pattern and still choose to wait.,Reflect first.,lovetest;relationshipadvice;calm,https://tianji.love/love-test,"No urgency, no chase framing.",true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day011 checklist is clear.
day-011::day011-caro-01,assets/marketing/daily/day-011-publishing-pack.md,2026-06-28,evening,reflection_carousel,instagram,day011-caro-01,carousel,Three questions before acting,Three questions before you act on what you noticed.,Save and reflect.,lovetest;reflection;relationshipclarity,https://tianji.love/love-test,"Encourage pause, not pressure.",true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day011 checklist is clear.
day-011::day011-trust-01,assets/marketing/daily/day-011-publishing-pack.md,2026-06-28,late_evening,trust_note,instagram,day011-trust-01,trust_post,Decide or be told,A reading that tells you what to do is shorter than one that helps you decide.,"Decide, not be told.",lovetest;trust;relationshipclarity,https://tianji.love/love-test,No fake authority claim.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day011 checklist is clear.
day-012::day012-tt-01,assets/marketing/daily/day-012-publishing-pack.md,2026-06-29,morning,tiktok,tiktok,day012-tt-01,short_video,Stop rehearsing,Stop rehearsing the conversation. Notice what you keep editing instead.,Edit the question.,lovetest;relationshipclarity;reflection,https://tianji.love/love-test,Do not call replay a red flag.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day012 checklist is clear.
day-012::day012-tt-02,assets/marketing/daily/day-012-publishing-pack.md,2026-06-29,noon,tiktok,tiktok,day012-tt-02,short_video,Replay vs repair,Replay loops the same line. Repair rewrites the question.,Two verbs.,lovetest;relationshipclarity;repair,https://tianji.love/love-test,Avoid presenting repair as a guaranteed outcome.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day012 checklist is clear.
day-012::day012-ig-01,assets/marketing/daily/day-012-publishing-pack.md,2026-06-29,afternoon,instagram_reels,instagram,day012-ig-01,short_video,Reread or rewrite,You can reread the message forever and still not know what to say next.,"Rewrite, not reread.",lovetest;relationshipclarity;calm,https://tianji.love/love-test,No the-answer-is-in-the-text framing.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day012 checklist is clear.
day-012::day012-caro-01,assets/marketing/daily/day-012-publishing-pack.md,2026-06-29,evening,reflection_carousel,instagram,day012-caro-01,carousel,Three small edits,Three small edits that turn replay into a workable question.,Three small edits.,lovetest;reflection;relationshipclarity,https://tianji.love/love-test,"Encourage small self-edits, not chasing.",true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day012 checklist is clear.
day-012::day012-seo-01,assets/marketing/daily/day-012-publishing-pack.md,2026-06-29,late_evening,seo_outline,website,day012-seo-01,seo_outline,Replay vs repair framing,Why replay vs repair is a more useful frame than should I text them.,A better frame.,lovetest;seo;relationshipclarity,https://tianji.love/love-test,No false authority; no prediction framing.,true,pending_manual_review,not_published,,0,0,0,Manual publish only after Day012 checklist is clear.
